Date,Price_INR,Change%_INR,Date_CNY,Price_CNY,Change%_CNY,Date_AUD,Price_AUD,Change%_AUD,Date_EUR,Price_EUR,Change%_EUR
4/29/03,47.32,0.04%,4/29/03,8.277,0.00%,5/16/03,1.5301,-1.97%,3/29/04,0.8224,-0.22%
4/28/03,47.3,-0.04%,4/28/03,8.277,0.00%,5/15/03,1.5609,1.00%,3/26/04,0.8242,-0.02%
4/25/03,47.32,0.04%,4/25/03,8.277,0.00%,5/14/03,1.5455,0.19%,3/25/04,0.8244,-0.02%
4/24/03,47.3,-0.12%,4/24/03,8.2772,0.00%,5/13/03,1.5426,0.21%,3/24/04,0.8246,1.65%
4/23/03,47.355,0.14%,4/23/03,8.2772,0.00%,5/12/03,1.5393,-0.75%,3/23/04,0.8112,0.07%
4/22/03,47.29,-0.08%,4/22/03,8.277,0.00%,5/9/03,1.551,-0.46%,3/22/04,0.8106,-0.52%
4/21/03,47.33,0.08%,4/21/03,8.2769,0.00%,5/8/03,1.5582,-0.69%,3/19/04,0.8148,0.94%
4/18/03,47.29,0.00%,4/18/03,8.277,0.00%,5/7/03,1.569,0.82%,3/18/04,0.8072,-1.22%
4/17/03,47.29,-0.08%,4/17/03,8.2771,0.00%,5/6/03,1.5563,-1.20%,3/17/04,0.8172,0.22%
4/16/03,47.33,0.04%,4/16/03,8.2773,0.00%,5/5/03,1.5752,-0.51%,3/16/04,0.8154,0.04%
4/15/03,47.31,-0.20%,4/15/03,8.2773,0.00%,5/2/03,1.5832,-0.11%,3/15/04,0.8151,-0.42%
4/14/03,47.405,0.16%,4/14/03,8.2774,0.00%,5/1/03,1.5849,-0.65%,3/12/04,0.8185,1.07%
4/11/03,47.33,-0.04%,4/11/03,8.2772,0.00%,4/30/03,1.5953,-0.73%,3/11/04,0.8098,-0.88%
4/10/03,47.35,-0.11%,4/10/03,8.2773,0.00%,4/29/03,1.6071,-0.62%,3/10/04,0.817,0.63%
4/9/03,47.4,0.00%,4/9/03,8.2774,0.00%,4/28/03,1.6172,-0.32%,3/9/04,0.8119,0.69%
4/8/03,47.4,0.02%,4/8/03,8.2772,0.00%,4/25/03,1.6224,0.32%,3/8/04,0.8063,-0.20%
4/7/03,47.39,0.00%,4/7/03,8.2772,0.00%,4/24/03,1.6172,-0.32%,3/5/04,0.8079,-1.48%
4/4/03,47.39,0.02%,4/4/03,8.277,0.00%,4/23/03,1.6224,0.79%,3/4/04,0.82,0.12%
4/3/03,47.38,0.06%,4/3/03,8.277,0.00%,4/22/03,1.6097,-1.09%,3/3/04,0.819,0.07%
4/2/03,47.35,-0.26%,4/2/03,8.277,0.00%,4/21/03,1.6275,0.00%,3/2/04,0.8184,1.87%
4/1/03,47.475,-0.01%,4/1/03,8.2774,0.00%,4/18/03,1.6275,-0.26%,3/1/04,0.8034,0.36%
3/31/03,47.48,-0.04%,3/31/03,8.2774,0.00%,4/17/03,1.6317,-0.01%,2/27/04,0.8005,-0.44%
3/28/03,47.5,0.00%,3/28/03,8.2771,0.00%,4/16/03,1.6318,-1.04%,2/26/04,0.804,0.46%
3/27/03,47.5,-0.11%,3/27/03,8.2772,0.00%,4/15/03,1.649,-0.26%,2/25/04,0.8003,1.51%
3/26/03,47.55,-0.08%,3/26/03,8.2774,0.00%,4/14/03,1.6533,0.05%,2/24/04,0.7884,-1.03%
3/25/03,47.59,-0.18%,3/25/03,8.2771,0.00%,4/11/03,1.6525,0.21%,2/23/04,0.7966,-0.20%
3/24/03,47.675,0.14%,3/24/03,8.2774,0.00%,4/10/03,1.649,-0.15%,2/20/04,0.7982,1.42%
3/21/03,47.61,-0.19%,3/21/03,8.2773,0.00%,4/9/03,1.6514,-0.75%,2/19/04,0.787,-0.18%
3/20/03,47.7,0.10%,3/20/03,8.2773,0.00%,4/8/03,1.6638,-0.40%,2/18/04,0.7884,1.21%
3/19/03,47.65,0.04%,3/19/03,8.2773,0.00%,4/7/03,1.6704,0.41%,2/17/04,0.779,-0.47%
3/18/03,47.63,0.00%,3/18/03,8.2772,0.00%,4/4/03,1.6635,0.11%,2/16/04,0.7827,-0.31%
3/17/03,47.63,0.04%,3/17/03,8.2772,0.00%,4/3/03,1.6616,0.10%,2/13/04,0.7851,0.51%
3/14/03,47.61,0.00%,3/14/03,8.2772,0.00%,4/2/03,1.6599,0.38%,2/12/04,0.7811,0.24%
3/13/03,47.61,0.02%,3/13/03,8.277,0.00%,4/1/03,1.6536,-0.08%,2/11/04,0.7792,-1.07%
3/12/03,47.6,0.02%,3/12/03,8.277,0.00%,3/31/03,1.6549,-0.56%,2/10/04,0.7876,0.00%
3/11/03,47.59,-0.13%,3/11/03,8.277,0.00%,3/28/03,1.6643,0.11%,2/9/04,0.7876,0.09%
3/10/03,47.65,0.00%,3/10/03,8.2772,0.00%,3/27/03,1.6624,-0.45%,2/6/04,0.7869,-1.32%
3/7/03,47.65,0.15%,3/7/03,8.2774,0.00%,3/26/03,1.6699,-0.42%,2/5/04,0.7974,-0.05%
3/6/03,47.58,-0.15%,3/6/03,8.2775,0.00%,3/25/03,1.6769,-0.23%,2/4/04,0.7978,-0.04%
3/5/03,47.65,0.00%,3/5/03,8.2775,0.00%,3/24/03,1.6808,-0.71%,2/3/04,0.7981,-0.82%
3/4/03,47.65,0.04%,3/4/03,8.2774,0.00%,3/21/03,1.6929,0.53%,2/2/04,0.8047,0.36%
3/3/03,47.63,0.04%,3/3/03,8.2775,0.00%,3/20/03,1.6839,-0.64%,1/30/04,0.8018,-0.48%
2/28/03,47.61,0.00%,2/28/03,8.2775,0.00%,3/19/03,1.6948,0.73%,1/29/04,0.8057,0.57%
2/27/03,47.61,-0.25%,2/27/03,8.2774,0.00%,3/18/03,1.6825,-0.20%,1/28/04,0.8011,1.28%
2/26/03,47.73,0.21%,2/26/03,8.2774,0.00%,3/17/03,1.6859,0.95%,1/27/04,0.791,-1.32%
2/25/03,47.63,-0.07%,2/25/03,8.2777,0.00%,3/14/03,1.6701,-0.65%,1/26/04,0.8016,0.91%
2/24/03,47.665,0.08%,2/24/03,8.2776,0.00%,3/13/03,1.6811,0.15%,1/23/04,0.7944,0.98%
2/21/03,47.625,0.00%,2/21/03,8.2775,0.00%,3/12/03,1.6786,1.53%,1/22/04,0.7867,-0.64%
2/20/03,47.625,-0.05%,2/20/03,8.2775,0.00%,3/11/03,1.6533,1.64%,1/21/04,0.7918,-0.38%
2/19/03,47.65,0.00%,2/19/03,8.2775,0.00%,3/10/03,1.6266,-0.25%,1/20/04,0.7948,-1.78%
2/18/03,47.65,-0.13%,2/18/03,8.2772,0.00%,3/7/03,1.6306,0.23%,1/19/04,0.8092,0.24%
2/17/03,47.71,-0.27%,2/17/03,8.2774,0.00%,3/6/03,1.6269,0.35%,1/16/04,0.8073,1.53%
2/14/03,47.84,0.04%,2/14/03,8.2773,0.00%,3/5/03,1.6212,-0.67%,1/15/04,0.7951,0.52%
2/13/03,47.82,0.36%,2/13/03,8.2773,0.00%,3/4/03,1.6322,0.29%,1/14/04,0.791,0.98%
2/12/03,47.65,0.16%,2/12/03,8.2777,0.00%,3/3/03,1.6275,-0.94%,1/13/04,0.7833,-0.13%
2/11/03,47.575,0.00%,2/11/03,8.2775,0.00%,2/28/03,1.643,-0.56%,1/12/04,0.7843,0.65%
2/10/03,47.575,-0.20%,2/10/03,8.2773,-0.01%,2/27/03,1.6522,0.35%,1/9/04,0.7792,-0.56%
2/7/03,47.67,0.04%,2/7/03,8.2785,0.00%,2/26/03,1.6465,-0.30%,1/8/04,0.7836,-0.96%
2/6/03,47.65,0.00%,2/6/03,8.2785,0.00%,2/25/03,1.6514,-0.11%,1/7/04,0.7912,0.75%
2/5/03,47.65,-0.21%,2/5/03,8.2785,0.00%,2/24/03,1.6533,-1.27%,1/6/04,0.7853,-0.54%
2/4/03,47.75,-0.04%,2/4/03,8.2785,0.02%,2/21/03,1.6746,0.20%,1/5/04,0.7896,-0.62%
2/3/03,47.77,-0.06%,2/3/03,8.2768,0.00%,2/20/03,1.6713,-0.70%,1/2/04,0.7945,-0.40%
1/31/03,47.8,0.00%,1/31/03,8.2768,-0.02%,2/19/03,1.6831,-0.72%,1/1/04,0.7977,0.40%
1/30/03,47.8,-0.31%,1/30/03,8.2783,0.02%,2/18/03,1.6953,0.11%,12/31/03,0.7945,-0.29%
1/29/03,47.95,0.17%,1/29/03,8.2767,0.00%,2/17/03,1.6934,0.29%,12/30/03,0.7968,-0.54%
1/28/03,47.87,-0.17%,1/28/03,8.2767,0.00%,2/14/03,1.6885,0.54%,12/29/03,0.8011,-0.41%
1/27/03,47.95,0.21%,1/27/03,8.2768,0.00%,2/13/03,1.6794,-1.10%,12/26/03,0.8044,0.17%
1/24/03,47.85,-0.04%,1/24/03,8.2768,0.00%,2/12/03,1.698,0.40%,12/25/03,0.803,0.00%
1/23/03,47.87,-0.02%,1/23/03,8.277,0.00%,2/11/03,1.6913,-0.04%,12/24/03,0.803,-0.53%
1/22/03,47.88,-0.08%,1/22/03,8.277,0.00%,2/10/03,1.6919,-0.14%,12/23/03,0.8073,0.01%
1/21/03,47.92,0.00%,1/21/03,8.277,0.00%,2/7/03,1.6942,0.25%,12/22/03,0.8072,-0.14%
1/20/03,47.92,0.02%,1/20/03,8.2772,0.00%,2/6/03,1.6899,-0.39%,12/19/03,0.8083,0.48%
1/17/03,47.91,0.00%,1/17/03,8.277,0.00%,2/5/03,1.6965,0.33%,12/18/03,0.8044,-0.15%
1/16/03,47.91,-0.02%,1/16/03,8.277,0.00%,2/4/03,1.691,-1.17%,12/17/03,0.8056,-0.74%
1/15/03,47.92,0.04%,1/15/03,8.277,-0.02%,2/3/03,1.711,0.51%,12/16/03,0.8116,-0.16%
1/14/03,47.9,-0.02%,1/14/03,8.2784,0.02%,1/31/03,1.7023,0.28%,12/15/03,0.8129,-0.10%
1/13/03,47.91,-0.08%,1/13/03,8.2768,0.00%,1/30/03,1.6976,0.17%,12/12/03,0.8137,-0.66%
1/10/03,47.95,0.08%,1/10/03,8.2767,0.00%,1/29/03,1.6948,-0.19%,12/11/03,0.8191,0.11%
1/9/03,47.91,-0.08%,1/9/03,8.2766,0.00%,1/28/03,1.698,0.26%,12/10/03,0.8182,0.33%
1/8/03,47.95,0.00%,1/8/03,8.2766,0.00%,1/27/03,1.6936,0.27%,12/9/03,0.8155,-0.32%
1/7/03,47.95,-0.02%,1/7/03,8.2767,-0.02%,1/24/03,1.689,-0.24%,12/8/03,0.8181,-0.47%
1/6/03,47.96,-0.04%,1/6/03,8.2783,0.02%,1/23/03,1.693,-0.70%,12/5/03,0.822,-0.64%
1/3/03,47.98,-0.04%,1/3/03,8.2768,-0.02%,1/22/03,1.7049,0.43%,12/4/03,0.8273,0.16%
1/2/03,48,-0.03%,1/2/03,8.2785,0.00%,1/21/03,1.6976,0.41%,12/3/03,0.826,-0.19%
1/1/03,48.013,0.13%,1/1/03,8.2785,0.00%,1/20/03,1.6907,0.08%,12/2/03,0.8276,-0.96%
12/31/02,47.95,0.08%,12/31/02,8.2785,0.01%,1/17/03,1.6893,-0.75%,12/1/03,0.8356,0.23%
12/30/02,47.91,-0.10%,12/30/02,8.2773,0.00%,1/16/03,1.702,-0.56%,11/28/03,0.8337,-0.74%
12/27/02,47.96,-0.08%,12/27/02,8.2773,0.00%,1/15/03,1.7116,-0.14%,11/27/03,0.8399,0.30%
12/26/02,48,0.02%,12/26/02,8.2773,0.00%,1/14/03,1.714,0.30%,11/26/03,0.8374,-1.31%
12/25/02,47.99,0.00%,12/25/02,8.2774,0.00%,1/13/03,1.7089,-0.22%,11/25/03,0.8485,-0.16%
12/24/02,47.99,0.02%,12/24/02,8.2775,0.00%,1/10/03,1.7127,-1.33%,11/24/03,0.8499,1.25%
12/23/02,47.98,0.00%,12/23/02,8.2775,-0.01%,1/9/03,1.7357,0.04%,11/21/03,0.8394,-0.01%
12/20/02,47.98,-0.17%,12/20/02,8.2786,0.00%,1/8/03,1.735,-0.45%,11/20/03,0.8395,-0.21%
12/19/02,48.06,-0.08%,12/19/02,8.2787,0.02%,1/7/03,1.7429,0.41%,11/19/03,0.8413,0.62%
12/18/02,48.1,-0.02%,12/18/02,8.2774,0.00%,1/6/03,1.7357,-1.50%,11/18/03,0.8361,-1.77%
12/17/02,48.11,-0.04%,12/17/02,8.2773,0.00%,1/3/03,1.7622,-0.60%,11/17/03,0.8512,0.27%
12/16/02,48.13,-0.04%,12/16/02,8.2773,0.00%,1/2/03,1.7729,-0.51%,11/14/03,0.8489,-0.42%
12/13/02,48.15,-0.04%,12/13/02,8.277,0.00%,12/31/02,1.782,0.64%,11/13/03,0.8525,-0.80%
12/12/02,48.17,0.08%,12/12/02,8.2773,0.00%,12/30/02,1.7707,-0.58%,11/12/03,0.8594,-1.09%
12/11/02,48.13,-0.12%,12/11/02,8.2773,0.00%,12/27/02,1.7811,0.35%,11/11/03,0.8689,-0.21%
12/10/02,48.19,0.00%,12/10/02,8.277,-0.01%,12/26/02,1.7748,-0.07%,11/10/03,0.8707,0.44%
12/9/02,48.19,0.00%,12/9/02,8.2775,0.00%,12/25/02,1.7761,0.09%,11/7/03,0.8669,-1.05%
12/6/02,48.19,-0.06%,12/6/02,8.2773,0.00%,12/24/02,1.7745,-0.26%,11/6/03,0.8761,0.24%
12/5/02,48.22,0.08%,12/5/02,8.277,0.00%,12/23/02,1.7792,0.17%,11/5/03,0.874,0.53%
12/4/02,48.18,-0.10%,12/4/02,8.2773,0.00%,12/20/02,1.7761,0.45%,11/4/03,0.8694,-0.36%
12/3/02,48.23,-0.08%,12/3/02,8.2772,0.00%,12/19/02,1.7682,-0.08%,11/3/03,0.8725,1.08%
12/2/02,48.27,-0.08%,12/2/02,8.2773,0.00%,12/18/02,1.7697,0.18%,10/31/03,0.8632,0.38%
11/29/02,48.31,0.08%,11/29/02,8.2773,0.00%,12/17/02,1.7666,0.14%,10/30/03,0.8599,0.30%
11/28/02,48.27,0.10%,11/28/02,8.2773,0.00%,12/16/02,1.7641,-0.36%,10/29/03,0.8573,0.01%
11/27/02,48.22,0.06%,11/27/02,8.2772,0.00%,12/13/02,1.7704,0.14%,10/28/03,0.8572,0.72%
11/26/02,48.19,0.02%,11/26/02,8.277,0.00%,12/12/02,1.7679,-0.90%,10/27/03,0.8511,0.28%
11/25/02,48.18,0.02%,11/25/02,8.2774,0.00%,12/11/02,1.784,-0.25%,10/24/03,0.8487,0.34%
11/22/02,48.17,0.02%,11/22/02,8.2774,0.00%,12/10/02,1.7884,0.82%,10/23/03,0.8458,-0.12%
11/21/02,48.16,-0.08%,11/21/02,8.277,0.00%,12/9/02,1.7738,-0.44%,10/22/03,0.8468,-1.17%
11/20/02,48.2,0.04%,11/20/02,8.277,0.00%,12/6/02,1.7817,0.03%,10/21/03,0.8568,-0.35%
11/19/02,48.18,0.00%,11/19/02,8.277,0.00%,12/5/02,1.7811,-0.14%,10/20/03,0.8598,0.46%
11/18/02,48.18,0.00%,11/18/02,8.277,0.00%,12/4/02,1.7836,-0.29%,10/17/03,0.8559,-0.75%
11/15/02,48.18,-0.12%,11/15/02,8.277,0.00%,12/3/02,1.7887,0.11%,10/16/03,0.8624,0.28%
11/14/02,48.24,-0.02%,11/14/02,8.277,0.00%,12/2/02,1.7868,0.18%,10/15/03,0.86,0.96%
11/13/02,48.25,0.00%,11/13/02,8.277,0.00%,11/29/02,1.7836,-0.02%,10/14/03,0.8518,-0.23%
11/12/02,48.25,0.04%,11/12/02,8.277,0.00%,11/28/02,1.784,-0.73%,10/13/03,0.8538,0.74%
11/11/02,48.23,-0.02%,11/11/02,8.277,0.00%,11/27/02,1.7971,0.67%,10/10/03,0.8475,-0.47%
11/8/02,48.24,-0.10%,11/8/02,8.277,0.00%,11/26/02,1.7852,-0.07%,10/9/03,0.8515,0.60%
11/7/02,48.29,-0.04%,11/7/02,8.277,0.00%,11/25/02,1.7865,0.75%,10/8/03,0.8464,-0.33%
11/6/02,48.31,0.02%,11/6/02,8.277,0.00%,11/22/02,1.7732,-0.20%,10/7/03,0.8492,-0.52%
11/5/02,48.3,-0.02%,11/5/02,8.277,0.00%,11/21/02,1.7767,-0.37%,10/6/03,0.8536,-1.17%
11/4/02,48.31,0.00%,11/4/02,8.2773,0.00%,11/20/02,1.7833,-0.34%,10/3/03,0.8637,0.99%
11/1/02,48.31,-0.06%,11/1/02,8.2771,0.00%,11/19/02,1.7893,0.60%,10/2/03,0.8552,0.19%
10/31/02,48.34,-0.04%,10/31/02,8.277,0.00%,11/18/02,1.7786,0.25%,10/1/03,0.8536,-0.48%
10/30/02,48.36,0.00%,10/30/02,8.2771,0.00%,11/15/02,1.7742,-0.05%,9/30/03,0.8577,-0.57%
10/29/02,48.36,-0.08%,10/29/02,8.2772,0.00%,11/14/02,1.7751,-0.55%,9/29/03,0.8626,-1.08%
10/28/02,48.4,0.08%,10/28/02,8.2773,0.00%,11/13/02,1.7849,0.03%,9/26/03,0.872,0.16%
10/25/02,48.36,-0.02%,10/25/02,8.2772,0.00%,11/12/02,1.7843,0.18%,9/25/03,0.8706,0.10%
10/24/02,48.37,0.02%,10/24/02,8.277,0.00%,11/11/02,1.7811,0.54%,9/24/03,0.8697,-0.46%
10/23/02,48.36,0.04%,10/23/02,8.2769,0.00%,11/8/02,1.7716,0.39%,9/23/03,0.8737,0.17%
10/22/02,48.34,0.02%,10/22/02,8.277,0.00%,11/7/02,1.7648,-0.49%,9/22/03,0.8722,-0.73%
10/21/02,48.33,-0.12%,10/21/02,8.2768,0.00%,11/6/02,1.7735,-0.45%,9/19/03,0.8786,-1.19%
10/18/02,48.39,0.04%,10/18/02,8.2767,0.00%,11/5/02,1.7816,0.01%,9/18/03,0.8892,0.36%
10/17/02,48.37,0.02%,10/17/02,8.2768,0.00%,11/4/02,1.7814,-0.41%,9/17/03,0.886,-0.96%
10/16/02,48.36,0.10%,10/16/02,8.2767,0.00%,11/1/02,1.7887,-0.74%,9/16/03,0.8946,0.98%
10/15/02,48.31,0.00%,10/15/02,8.2767,0.00%,10/31/02,1.802,-0.34%,9/15/03,0.8859,0.02%
10/14/02,48.31,0.00%,10/14/02,8.2767,0.00%,10/30/02,1.8081,0.68%,9/12/03,0.8857,-0.72%
10/11/02,48.31,-0.04%,10/11/02,8.2769,0.00%,10/29/02,1.7958,0.36%,9/11/03,0.8921,0.02%
10/10/02,48.33,0.06%,10/10/02,8.277,0.00%,10/28/02,1.7894,-0.59%,9/10/03,0.8919,0.15%
10/9/02,48.3,-0.08%,10/9/02,8.2771,0.00%,10/25/02,1.8,-0.23%,9/9/03,0.8906,-1.37%
10/8/02,48.34,0.00%,10/8/02,8.2773,0.00%,10/24/02,1.8042,-0.24%,9/8/03,0.903,0.30%
10/7/02,48.34,0.02%,10/7/02,8.2773,0.00%,10/23/02,1.8085,0.09%,9/5/03,0.9003,-1.47%
10/4/02,48.33,0.00%,10/4/02,8.2773,0.00%,10/22/02,1.8069,0.18%,9/4/03,0.9137,-0.89%
10/3/02,48.33,-0.02%,10/3/02,8.2773,0.00%,10/21/02,1.8036,-0.79%,9/3/03,0.9219,-0.35%
10/2/02,48.34,0.00%,10/2/02,8.2773,0.00%,10/18/02,1.818,0.14%,9/2/03,0.9251,1.46%
10/1/02,48.34,-0.02%,10/1/02,8.2773,0.00%,10/17/02,1.8154,-0.40%,9/1/03,0.9118,0.12%
9/30/02,48.35,0.00%,9/30/02,8.2773,0.00%,10/16/02,1.8226,-0.26%,8/29/03,0.9107,-0.87%
9/27/02,48.35,-0.06%,9/27/02,8.2772,0.00%,10/15/02,1.8274,-0.09%,8/28/03,0.9187,-0.04%
9/26/02,48.38,0.00%,9/26/02,8.2771,0.00%,10/14/02,1.829,0.40%,8/27/03,0.9191,-0.23%
9/25/02,48.38,0.02%,9/25/02,8.2769,0.00%,10/11/02,1.8218,-0.18%,8/26/03,0.9212,0.07%
9/24/02,48.37,-0.04%,9/24/02,8.277,0.00%,10/10/02,1.825,0.15%,8/25/03,0.9206,0.23%
9/23/02,48.39,-0.04%,9/23/02,8.2771,0.00%,10/9/02,1.8223,-0.44%,8/22/03,0.9185,0.34%
9/20/02,48.41,0.04%,9/20/02,8.2769,0.00%,10/8/02,1.8303,0.68%,8/21/03,0.9154,1.76%
9/19/02,48.39,0.02%,9/19/02,8.2768,0.00%,10/7/02,1.818,-0.60%,8/20/03,0.8996,0.23%
9/18/02,48.38,-0.04%,9/18/02,8.2769,0.00%,10/4/02,1.829,-0.02%,8/19/03,0.8975,0.06%
9/17/02,48.4,0.04%,9/17/02,8.2769,0.00%,10/3/02,1.8294,-0.55%,8/18/03,0.897,1.00%
9/16/02,48.38,-0.08%,9/16/02,8.2768,0.00%,10/2/02,1.8395,0.20%,8/15/03,0.8881,0.21%
9/13/02,48.42,-0.02%,9/13/02,8.2768,0.00%,10/1/02,1.8358,-0.40%,8/14/03,0.8862,0.33%
9/12/02,48.43,0.00%,9/12/02,8.2768,0.00%,9/30/02,1.8432,0.17%,8/13/03,0.8833,-0.37%
9/11/02,48.43,-0.08%,9/11/02,8.277,0.00%,9/27/02,1.84,0.22%,8/12/03,0.8866,0.75%
9/10/02,48.47,0.00%,9/10/02,8.277,0.00%,9/26/02,1.836,0.25%,8/11/03,0.88,-0.49%
9/9/02,48.47,-0.10%,9/9/02,8.277,0.00%,9/25/02,1.8314,-0.38%,8/8/03,0.8843,0.66%
9/6/02,48.52,0.14%,9/6/02,8.277,0.00%,9/24/02,1.8384,-0.06%,8/7/03,0.8785,-0.42%
9/5/02,48.45,0.04%,9/5/02,8.2772,0.00%,9/23/02,1.8395,0.41%,8/6/03,0.8822,0.54%
9/4/02,48.43,-0.04%,9/4/02,8.2771,0.00%,9/20/02,1.832,0.69%,8/5/03,0.8775,-0.40%
9/3/02,48.45,0.00%,9/3/02,8.277,0.00%,9/19/02,1.8194,-0.14%,8/4/03,0.881,-0.68%
9/2/02,48.45,-0.04%,9/2/02,8.2769,0.00%,9/18/02,1.822,-0.15%,8/1/03,0.887,-0.38%
8/30/02,48.47,-0.04%,8/30/02,8.2768,0.00%,9/17/02,1.8247,-0.04%,7/31/03,0.8904,1.17%
8/29/02,48.49,0.08%,8/29/02,8.2767,0.00%,9/16/02,1.8254,0.42%,7/30/03,0.8801,0.65%
8/28/02,48.45,-0.06%,8/28/02,8.2768,0.00%,9/13/02,1.8177,0.31%,7/29/03,0.8744,0.45%
8/27/02,48.48,-0.04%,8/27/02,8.2767,0.00%,9/12/02,1.8121,-0.67%,7/28/03,0.8705,0.22%
8/26/02,48.5,0.00%,8/26/02,8.2766,0.00%,9/11/02,1.8243,0.04%,7/25/03,0.8686,-0.32%
8/23/02,48.5,0.00%,8/23/02,8.2767,0.00%,9/10/02,1.8236,-0.10%,7/24/03,0.8714,0.11%
8/22/02,48.5,-0.02%,8/22/02,8.2766,0.00%,9/9/02,1.8254,-0.01%,7/23/03,0.8704,-1.39%
8/21/02,48.51,-0.06%,8/21/02,8.2766,0.00%,9/6/02,1.8256,-0.91%,7/22/03,0.8827,0.09%
8/20/02,48.54,-0.04%,8/20/02,8.2768,0.00%,9/5/02,1.8424,0.57%,7/21/03,0.8819,-0.61%
8/19/02,48.56,0.02%,8/19/02,8.2767,0.00%,9/4/02,1.832,0.31%,7/18/03,0.8873,-0.55%
8/16/02,48.55,-0.06%,8/16/02,8.2768,0.00%,9/3/02,1.8263,0.73%,7/17/03,0.8922,0.10%
8/15/02,48.58,0.00%,8/15/02,8.2768,0.00%,9/2/02,1.8131,-0.13%,7/16/03,0.8913,-0.39%
8/14/02,48.58,0.02%,8/14/02,8.2766,0.00%,8/30/02,1.8154,0.25%,7/15/03,0.8948,0.95%
8/13/02,48.57,-0.04%,8/13/02,8.2767,0.00%,8/29/02,1.8108,-0.24%,7/14/03,0.8864,0.03%
8/12/02,48.59,-0.06%,8/12/02,8.2768,0.00%,8/28/02,1.8151,0.44%,7/11/03,0.8861,0.81%
8/9/02,48.62,-0.02%,8/9/02,8.2766,0.00%,8/27/02,1.8072,-1.58%,7/10/03,0.879,-0.24%
8/8/02,48.63,-0.04%,8/8/02,8.2767,0.00%,8/26/02,1.8363,-0.27%,7/9/03,0.8811,-0.25%
8/7/02,48.65,-0.06%,8/7/02,8.2769,0.00%,8/23/02,1.8412,-0.27%,7/8/03,0.8833,-0.07%
8/6/02,48.68,0.12%,8/6/02,8.2768,0.00%,8/22/02,1.8462,0.54%,7/7/03,0.8839,1.59%
8/5/02,48.62,-0.02%,8/5/02,8.2767,0.00%,8/21/02,1.8363,0.29%,7/4/03,0.8701,0.03%
8/2/02,48.63,0.00%,8/2/02,8.2768,0.00%,8/20/02,1.831,-0.82%,7/3/03,0.8698,0.36%
8/1/02,48.63,-0.02%,8/1/02,8.2766,0.00%,8/19/02,1.8462,0.79%,7/2/03,0.8667,0.21%
7/31/02,48.64,-0.10%,7/31/02,8.2767,0.00%,8/16/02,1.8317,-0.58%,7/1/03,0.8649,-0.44%
7/30/02,48.69,-0.04%,7/30/02,8.2766,0.00%,8/15/02,1.8424,-1.00%,6/30/03,0.8687,-0.64%
7/29/02,48.71,0.10%,7/29/02,8.2767,0.00%,8/14/02,1.861,0.11%,6/27/03,0.8743,-0.11%
7/26/02,48.66,0.00%,7/26/02,8.2768,0.00%,8/13/02,1.8589,0.33%,6/26/03,0.8753,0.95%
7/25/02,48.66,0.00%,7/25/02,8.2769,0.00%,8/12/02,1.8527,-0.72%,6/25/03,0.8671,-0.17%
7/24/02,48.66,-0.02%,7/24/02,8.2769,0.00%,8/9/02,1.8662,-0.19%,6/24/03,0.8686,0.40%
7/23/02,48.67,-0.02%,7/23/02,8.277,0.00%,8/8/02,1.8697,0.32%,6/23/03,0.8651,0.43%
7/22/02,48.68,-0.04%,7/22/02,8.277,0.00%,8/7/02,1.8638,-1.08%,6/20/03,0.8614,0.97%
7/19/02,48.7,-0.10%,7/19/02,8.2769,0.00%,8/6/02,1.8841,-0.56%,6/19/03,0.8531,-0.25%
7/18/02,48.75,-0.02%,7/18/02,8.2768,0.00%,8/5/02,1.8948,2.12%,6/18/03,0.8552,0.78%
7/17/02,48.76,-0.04%,7/17/02,8.2769,0.00%,8/2/02,1.8555,0.21%,6/17/03,0.8486,0.35%
7/16/02,48.78,-0.04%,7/16/02,8.2769,0.00%,8/1/02,1.8517,0.61%,6/16/03,0.8456,0.31%
7/15/02,48.8,0.10%,7/15/02,8.2768,0.00%,7/31/02,1.8404,0.07%,6/13/03,0.843,-0.80%
7/12/02,48.75,-0.02%,7/12/02,8.2767,0.00%,7/30/02,1.8391,-0.48%,6/12/03,0.8498,-0.12%
7/11/02,48.76,-0.02%,7/11/02,8.2768,0.00%,7/29/02,1.8479,-0.93%,6/11/03,0.8508,-0.69%
7/10/02,48.77,0.00%,7/10/02,8.2766,0.00%,7/26/02,1.8652,1.10%,6/10/03,0.8567,0.35%
7/9/02,48.77,-0.04%,7/9/02,8.2766,0.00%,7/25/02,1.8449,0.56%,6/9/03,0.8537,-0.12%
7/8/02,48.79,-0.04%,7/8/02,8.2767,0.00%,7/24/02,1.8347,-1.15%,6/6/03,0.8547,1.22%
7/5/02,48.81,0.00%,7/5/02,8.2766,0.00%,7/23/02,1.8561,1.66%,6/5/03,0.8444,-1.69%
7/4/02,48.81,0.06%,7/4/02,8.2767,0.00%,7/22/02,1.8258,1.70%,6/4/03,0.8589,0.73%
7/3/02,48.78,-0.08%,7/3/02,8.2768,0.00%,7/19/02,1.7953,-0.55%,6/3/03,0.8527,0.32%
7/2/02,48.82,0.02%,7/2/02,8.2769,0.00%,7/18/02,1.8052,-0.45%,6/2/03,0.85,0.20%
7/1/02,48.81,-0.10%,7/1/02,8.277,0.00%,7/17/02,1.8134,1.05%,5/30/03,0.8483,0.95%
